result_id,status,repair_field,old_value,new_value,score,D_score,E_score,execution_estimate,athlete_name,event_name,event_year,apparatus,vt_attempt,format,round,discipline,category,represented_country,reason
646713,applied,D_score,1.2,,13.75,1.2,,12.55,Filip Perestegi,Croatian Event Championships,2025,VT,2,INDIVIDUAL,FINAL,MAG,JUNIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
647257,applied,D_score,1.2,,13.5,1.2,,12.3,Fran Radic,Croatian Event Championships,2025,VT,2,INDIVIDUAL,FINAL,MAG,JUNIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
663261,applied,D_score,2.4,,14.15,2.4,,11.75,Lovre Sucur,Croatian Event Championships,2025,VT,2,INDIVIDUAL,FINAL,MAG,JUNIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
665170,applied,D_score,2.0,,12.45,2.0,,10.45,Manuel Matijasec,Croatian Event Championships,2025,VT,2,INDIVIDUAL,FINAL,MAG,JUNIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
671456,applied,D_score,1.2,,13.0,1.2,,11.8,Niko Nevescanin,Croatian Event Championships,2025,VT,2,INDIVIDUAL,FINAL,MAG,JUNIOR,CRO,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
693180,applied,D_score,0.8,,0.05,0.8,,-0.75,Agata Harantova,Czech Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,CZE,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
699033,applied,D_score,1.6,,11.7,1.6,,10.1,Annabelle Wilson,English Championships,2025,VT,1,INDIVIDUAL,FINAL,WAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
726876,applied,D_score,0.8,,0.0,0.8,,-0.8,Lily-Rose Weispecker,French Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,FRA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
742567,applied,D_score,0.7,,0.233,0.7,,-0.467,Sara Fekete,Hungarian Junior Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,HUN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
672393,applied,D_score,1.5,,0.7,1.5,,-0.8,Olav Batalden,Ifact Norgescup 2,2025,HB,,INDIVIDUAL,FINAL,MAG,JUNIOR,NOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
727156,applied,D_score,0.6,,0.0,0.6,,-0.6,Lisa Nobili,International GymSport,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,LUX,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
693786,applied,D_score,0.5,,0.0,0.5,,-0.5,Akary Valle,Junior Pan American Games,2025,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,NCA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
718809,applied,D_score,3.4,,0.0,3.4,,-3.4,Jeon Seohyun,Korean National Sports Festival,2025,VT,1,INDIVIDUAL,FINAL,WAG,SENIOR,KOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
751673,applied,D_score,0.4,,0.0,0.4,,-0.4,Ylenia Flor,Luxembourg Open,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,LUX,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
632793,applied,D_score,1.0,,0.0,1.0,,-1.0,Ali Lamaa,Mediterranean Championships,2025,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,LBN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
631574,applied,D_score,2.9,,1.75,2.9,,-1.15,Aleksander Mellingen,Norwegian Junior Championships,2025,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,NOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
644996,applied,D_score,0.9,,0.0,0.9,,-0.9,Emil Høgmo,Norwegian Junior Championships,2025,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,NOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
672386,applied,D_score,0.9,,0.0,0.9,,-0.9,Olav Batalden,Norwegian Junior Championships,2025,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,NOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
678964,applied,D_score,1.3,,0.0,1.3,,-1.3,Sander Ragnarsson,Norwegian Junior Championships,2025,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,NOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
710542,applied,D_score,4.1,,0.633,4.1,,-3.467,Emilia Kulczynska,Polish Championships,2025,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,POL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
692944,applied,D_score,0.4,,0.0,0.4,,-0.4,Adea Shala,Salamunov Memorial,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,KOS,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
702333,applied,D_score,0.4,,0.0,0.4,,-0.4,Bore Krasniqi,Salamunov Memorial,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,KOS,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
707345,applied,D_score,0.2,,0.0,0.2,,-0.2,Dina Miric,Salamunov Memorial,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,AUT,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
701423,applied,D_score,1.1,,0.7,1.1,,-0.4,Ban Chaeyoung,South Korean Championships,2025,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,KOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
651288,applied,D_score,1.9,,1.767,1.9,,-0.133,Hwang Inha,South Korean Championships,2025,FX,,INDIVIDUAL,FINAL,MAG,JUNIOR,KOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
738161,applied,D_score,0.7,,0.166,0.7,,-0.534,Offilia Norrby,Swedish Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,SWE,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
664171,applied,D_score,2.0,,12.432,2.0,,10.432,Lukas Marek,Tiger Cup,2025,VT,2,APPARATUS,FINAL,MAG,JUNIOR,CZE,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
582605,applied,D_score,0.1,,0.0,0.1,,-0.1,Anahi de la Paliza,Top 12 Series 2 (2025),2025,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,ESP,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
707945,applied,D_score,4.2,,1.8,4.2,,-2.4,Eden Belay,Tournoi International,2025,FX,,INDIVIDUAL,FINAL,WAG,JUNIOR,CAN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
701252,applied,D_score,0.3,,0.0,0.3,,-0.3,Ayse Necatgil,Turkish Team Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
714842,applied,D_score,0.3,,0.0,0.3,,-0.3,Hande Erdogan,Turkish Team Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
716546,applied,D_score,1.1,,0.7,1.1,,-0.4,Ilke Özge Akkulak,Turkish Team Championships,2025,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
716796,applied,D_score,0.8,,0.0,0.8,,-0.8,Ipek Polen Pasaoglu,Turkish Team Championships,2025,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
722028,applied,D_score,0.5,,0.0,0.5,,-0.5,Kiana Rezaei,Turkish Team Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
736548,applied,D_score,0.2,,0.0,0.2,,-0.2,Nehir Demirtas,Turkish Team Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
736844,applied,D_score,0.1,,0.0,0.1,,-0.1,Neval Güven,Turkish Team Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
737519,applied,D_score,1.1,,0.0,1.1,,-1.1,Nisan Ilkan,Turkish Team Championships,2025,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
737521,applied,D_score,0.3,,0.0,0.3,,-0.3,Nisan Ilkan,Turkish Team Championships,2025,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,TUR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
663913,applied,D_score,1.3,,0.8,1.3,,-0.5,Luis Bolsinger,Wohnen Juniors Trophy,2025,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GER,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
651920,applied,D_score,1.0,,0.0,1.0,,-1.0,Immanuel Kooper,World Championships,2025,PH,,INDIVIDUAL,QUALIFICATION,MAG,SENIOR,NAM,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
735382,applied,D_score,1.8,,0.0,1.8,,-1.8,Moira Teneku,World Championships,2025,UB,,INDIVIDUAL,QUALIFICATION,WAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
779246,applied,D_score,2.6,,13.95,2.6,,11.35,Niklas Nithack,2nd Bundesliga,2026,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,GER,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
793683,applied,D_score,0.1,,13.0,0.1,,12.9,Anthea Sisio,2nd Italian Serie A,2026,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,ITA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
755746,applied,D_score,3.7,,13.9,3.7,,10.2,Andrea Passini,3rd Italian Serie A,2026,VT,1,INDIVIDUAL,FINAL,MAG,SENIOR,ITA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
759447,applied,D_score,0.6,,0.0,0.6,,-0.6,Cheikh Ahmed Fall,African Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,SEN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
796873,applied,D_score,1.0,,0.566,1.0,,-0.434,Cynthia Letono,African Championships,2026,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
801223,applied,D_score,0.2,,0.0,0.2,,-0.2,Gloria Atim,African Championships,2026,FX,,INDIVIDUAL,FINAL,WAG,JUNIOR,TOG,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
805869,applied,D_score,1.1,,0.766,1.1,,-0.334,Lawratou Cisse,African Championships,2026,BB,,INDIVIDUAL,FINAL,WAG,SENIOR,SEN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
805871,applied,D_score,0.3,,0.0,0.3,,-0.3,Lawratou Cisse,African Championships,2026,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,SEN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
773696,applied,D_score,1.0,,0.0,1.0,,-1.0,Loic Mgbakobo,African Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
811288,applied,D_score,0.9,,0.0,0.9,,-0.9,Moira Teneku,African Championships,2026,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
811404,applied,D_score,1.7,,0.0,1.7,,-1.7,Myriame Dammi,African Championships,2026,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
782969,applied,D_score,1.0,,0.0,1.0,,-1.0,Ruben Sodea,African Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,CMR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
783293,applied,D_score,1.1,,0.366,1.1,,-0.734,Sadibou Sane,African Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,SENIOR,SEN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
818867,applied,D_score,0.5,,0.366,0.5,,-0.134,Yaelle Malaika Bashi,African Championships,2026,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,COD,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
793736,applied,D_score,0.4,,0.233,0.4,,-0.167,Anusua Howlader,Asian Championships,2026,BB,,INDIVIDUAL,FINAL,WAG,JUNIOR,IND,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
780279,applied,D_score,2.7,,1.95,2.7,,-0.75,Oscar Tournicourt,Belgian Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,BEL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
784036,applied,D_score,1.0,,0.8,1.0,,-0.2,Sebastian Szczygielski,British Championships,2026,HB,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
764125,applied,D_score,1.7,,0.7,1.7,,-1.0,Evan Sinclair,British Team Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
795100,applied,D_score,3.8,,0.0,3.8,,-3.8,Bohdana Kovalova,Cairo World Cup,2026,VT,1,INDIVIDUAL,QUALIFICATION,WAG,SENIOR,UKR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
783602,applied,D_score,4.4,,3.2,4.4,,-1.2,Samuel Rakita,Canadian Championships,2026,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,CAN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
778897,applied,D_score,1.4,,1.0,1.4,,-0.4,Nicola Vitaloni,Champion's Cup,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,ITA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
781992,applied,D_score,2.8,,0.0,2.8,,-2.8,Riccardo Bianco,Champion's Cup,2026,VT,1,INDIVIDUAL,FINAL,MAG,JUNIOR,ITA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
785908,applied,D_score,2.8,,0.0,2.8,,-2.8,Thomas Mapelli,Champion's Cup,2026,VT,1,INDIVIDUAL,FINAL,MAG,JUNIOR,ITA,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
762248,applied,D_score,2.3,,12.334,2.3,,10.034,Dominic Obando,Colombian Championships,2026,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,COL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
776091,applied,D_score,2.0,,12.7,2.0,,10.7,Matias Ramos,Colombian Championships,2026,VT,1,INDIVIDUAL,FINAL,MAG,JUNIOR,COL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
783594,applied,D_score,1.1,,12.7,1.1,,11.6,Samuel Lopez,Colombian Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,COL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
755369,applied,D_score,1.2,,0.0,1.2,,-1.2,Alfie Rainbow,English Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
755377,applied,D_score,1.2,,1.0,1.2,,-0.2,Alfie Wild,English Championships,2026,HB,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
772363,applied,D_score,1.5,,1.4,1.5,,-0.1,Konrad Ceglinski,English Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
777410,applied,D_score,1.1,,0.1,1.1,,-1.0,Mikael Jääskeläinen,Finnish Junior Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,FIN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
790263,applied,D_score,1.6,,11.633,1.6,,10.033,Adela Janouskova,Hanspeter Demetz Memorial,2026,VT,1,INDIVIDUAL,FINAL,WAG,JUNIOR,CZE,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
762289,applied,D_score,3.9,,1.433,3.9,,-2.467,Dominik Kis,Hungarian Team & Event Championships,2026,PB,,INDIVIDUAL,FINAL,MAG,SENIOR,HUN,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
790189,applied,D_score,2.2,,2.0,2.2,,-0.2,Adalbjörg Hafsteinsdottir,Icelandic Championships,2026,UB,,INDIVIDUAL,FINAL,WAG,SENIOR,ISL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
760121,applied,D_score,0.7,,0.55,0.7,,-0.15,Dagur Olafsson,Icelandic Championships,2026,HB,,INDIVIDUAL,FINAL,MAG,SENIOR,ISL,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
776597,applied,D_score,1.0,,0.0,1.0,,-1.0,Max de Bakker,International GymSport,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,NED,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
803116,applied,D_score,0.3,,0.267,0.3,,-0.033,Janice Cruz,Luxembourg Open,2026,FX,,INDIVIDUAL,FINAL,WAG,JUNIOR,HON,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
803837,applied,D_score,0.6,,0.0,0.6,,-0.6,Juli Fiedrich,Pre-Olympic Youth Cup,2026,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,GER,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
797953,applied,D_score,0.43,,11.2,0.43,,10.77,Elena Burkova,Russian Junior Team Championships,2026,BB,,INDIVIDUAL,QUALIFICATION,WAG,JUNIOR,RUS,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
773666,applied,D_score,2.2,,1.767,2.2,,-0.433,Logan Kerr,Scottish Championships,2026,PB,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
807986,applied,D_score,1.6,,12.0,1.6,,10.4,Lydia Teo,Singapore Championships,2026,VT,1,INDIVIDUAL,FINAL,WAG,JUNIOR,SGP,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
810992,applied,D_score,0.2,,0.0,0.2,,-0.2,Mille Isdahl,Unni & Haralds Trophy,2026,UB,,INDIVIDUAL,FINAL,WAG,JUNIOR,NOR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
763388,applied,D_score,0.4,,0.0,0.4,,-0.4,Elvis Spencer,Welsh Championships,2026,PH,,INDIVIDUAL,FINAL,MAG,JUNIOR,GBR,Estimated E score outside the valid 0-10 range; D_score cannot be trusted without source confirmation and is marked not available
