review_id,problem_type,severity,message,source_sheet,source_row,event_name,year,athlete_name,country,discipline,category,apparatus,vt_attempt,day,format,round,D_score,vault_attempt_order_uncertain,suggestion_count,top_suggestion_id,top_suggestion_type,top_suggestion_confidence,top_suggestion_message,top_target_event_name,top_target_year,top_target_athlete_name,top_target_country,top_target_discipline,top_target_category,top_target_apparatus,top_target_vt_attempt,top_target_day,top_target_format,top_target_round,top_target_score,top_target_D_score,top_target_source_sheet,top_target_source_row,all_suggestions_json
orphan_9f56e3bdd934d9f3,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,103,Top 12 Series 6,2023,Adam Jean-Alphonse,FRA,MAG,senior,HB,,,individual,final,3.9,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_162e6abab603e4b2,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,103,Top 12 Series 6,2023,Adam Jean-Alphonse,FRA,MAG,senior,PH,,,individual,final,4.2,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_53dc6462af7a9354,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,104,Top 12 Series 7,2023,Adam Jean-Alphonse,FRA,MAG,senior,PB,,,individual,final,4.2,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_c2ac7e3787a86045,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,105,Top 12 Series 4,2023,Adam Jean-Alphonse,FRA,MAG,senior,VT,1,,individual,final,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_2c4218b8057d80f4,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,150,Swiss Cup,2023,Adem Asil,TUR,MAG,senior,VT,1,,individual,qualification,6.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_a744568698c9de6a,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,150,Swiss Cup,2023,Adem Asil,TUR,MAG,senior,VT,2,,individual,qualification,4.8,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_d6dc6520911c6afd,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,238,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,FX,,,individual,final,4.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_6b785241742c987e,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,238,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,HB,,,individual,final,3.6,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_ba29f592fc80ac29,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,238,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,PB,,,individual,final,3.9,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_a4ff7cffb9bbdc88,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,238,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,PH,,,individual,final,4.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_9d105416ab178b37,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,238,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,SR,,,individual,final,3.7,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_0f78ace9ece98c8a,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,238,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,VT,1,,individual,final,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_e84ea284efafc0ba,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,239,DTB Pokal Team Challenge,2023,Ahmet Burak Ekici,TUR,MAG,junior,PH,,,apparatus,final,4.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_1ba333987f47971d,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,240,Junior World Championships,2023,Ahmet Burak Ekici,TUR,MAG,junior,FX,,,individual,qualification,4.4,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_f83810369404629b,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,240,Junior World Championships,2023,Ahmet Burak Ekici,TUR,MAG,junior,HB,,,individual,qualification,3.6,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_0a95c2fd810957c8,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,240,Junior World Championships,2023,Ahmet Burak Ekici,TUR,MAG,junior,PB,,,individual,qualification,3.9,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_e8a9d6c031e133e1,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,240,Junior World Championships,2023,Ahmet Burak Ekici,TUR,MAG,junior,PH,,,individual,qualification,4.6,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_c9a89cc783531e24,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,240,Junior World Championships,2023,Ahmet Burak Ekici,TUR,MAG,junior,SR,,,individual,qualification,3.9,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_5bdfd490ab429db0,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,240,Junior World Championships,2023,Ahmet Burak Ekici,TUR,MAG,junior,VT,1,,individual,qualification,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_41d6f0ede81b4709,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,318,Cairo World Cup,2023,Al Harith Rakan,QAT,MAG,senior,PH,,,individual,qualification,5.0,False,1,suggestion_90d26a31a765bbe8,athlete_name_correction,0.933,D-score athlete 'Al Harith Rakan' probably matches score-sheet athlete 'Al-Harith Rakan'.,Cairo World Cup,2023,Al-Harith Rakan,QAT,MAG,senior,PH,,,individual,qualification,13.366,,MAG,335,"[{""suggestion_id"": ""suggestion_90d26a31a765bbe8"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.933, ""message"": ""D-score athlete 'Al Harith Rakan' probably matches score-sheet athlete 'Al-Harith Rakan'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Al Harith Rakan"", ""to"": ""Al-Harith Rakan""}}, ""target_result"": {""event_name"": ""Cairo World Cup"", ""year"": 2023, ""athlete_name"": ""Al-Harith Rakan"", ""country"": ""QAT"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""PH"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""qualification"", ""score"": 13.366, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 335, ""target_id"": ""target_f21dd656ed76ff33""}}]"
