event_id,name,year,start_date,end_date,discipline,category,old_level,new_level,result_count
157,1st Spanish League,2018,2018-02-09,2018-02-11,WAG,junior and senior,International Event,National Event,367
372,1st Spanish League,2019,2019-02-08,2019-02-10,WAG,junior and senior,International Event,National Event,546
647,1st Spanish League,2021,2021-06-19,2021-06-20,WAG,junior and senior,International Event,National Event,649
888,1st Spanish League,2022,2022-03-05,2022-03-07,WAG,junior and senior,International Event,National Event,578
1555,1st Spanish League,2025,2025-02-15,2025-02-16,WAG,junior and senior,International Event,National Event,612
1701,1st Spanish League,2026,2026-02-20,2026-02-22,WAG,junior and senior,International Event,National Event,574
373,1st Spanish League (2020 season),2020,2019-12-07,2019-12-08,WAG,junior and senior,International Event,National Event,549
1130,1st Spanish League (2024 season),2024,2023-12-02,2023-12-03,WAG,junior and senior,International Event,National Event,586
887,1st Spanish League 2023,2023,2022-11-18,2022-11-20,WAG,junior and senior,International Event,National Event,571
1083,2nd Colombian Championships,2023,2023-07-13,2023-07-16,MAG and WAG,junior and senior,International Event,National Event,499
1163,2nd Hungarian Junior Championships,2023,2023-10-07,2023-10-07,WAG,junior,International Event,National Event,96
158,2nd Spanish League,2018,2018-04-21,2018-04-22,WAG,junior and senior,International Event,National Event,368
374,2nd Spanish League,2019,2019-03-23,2019-03-24,WAG,junior and senior,International Event,National Event,540
502,2nd Spanish League,2020,2020-02-08,2020-02-09,WAG,junior and senior,International Event,National Event,535
669,2nd Spanish League,2021,2021-10-09,2021-10-10,WAG,junior and senior,International Event,National Event,582
890,2nd Spanish League,2022,2022-05-07,2022-05-07,WAG,junior and senior,International Event,National Event,589
1129,2nd Spanish League,2023,2023-02-04,2023-02-05,WAG,junior and senior,International Event,National Event,583
1345,2nd Spanish League,2024,2024-02-10,2024-02-11,WAG,junior and senior,International Event,National Event,579
1554,2nd Spanish League,2025,2025-05-16,2025-05-18,WAG,junior and senior,International Event,National Event,621
1700,2nd Spanish League,2026,2026-05-16,2026-05-17,WAG,junior and senior,International Event,National Event,576
156,3rd Spanish League,2018,2018-06-16,2018-06-17,WAG,junior and senior,International Event,National Event,558
371,3rd Spanish League,2019,2019-04-27,2019-04-27,WAG,junior and senior,International Event,National Event,534
648,3rd Spanish League,2021,2021-11-12,2021-11-14,WAG,junior and senior,International Event,National Event,583
889,3rd Spanish League,2022,2022-06-18,2022-06-18,WAG,junior and senior,International Event,National Event,468
1127,3rd Spanish League,2023,2023-04-29,2023-04-30,WAG,junior and senior,International Event,National Event,591
1346,3rd Spanish League,2024,2024-04-06,2024-04-07,WAG,junior and senior,International Event,National Event,575
893,All American National Qualifier,2022,2022-01-28,2022-01-29,WAG,junior and senior,International Event,National Event,74
1728,All-Japan - Team??,2026,2026-08-01,2026-08-01,MAG and WAG,junior and senior,International Event,National Event,0
132,All-Japan Championships,2018,2018-04-27,2018-04-29,MAG and WAG,junior and senior,International Event,National Event,1148
289,All-Japan Championships,2019,2019-04-26,2019-04-28,MAG and WAG,junior and senior,International Event,National Event,1580
491,All-Japan Championships,2020,2020-12-10,2020-12-13,MAG and WAG,junior and senior,International Event,National Event,1267
577,All-Japan Championships,2021,2021-04-15,2021-04-18,MAG and WAG,senior,International Event,National Event,1482
801,All-Japan Championships,2022,2022-04-21,2022-04-24,MAG and WAG,junior and senior,International Event,National Event,1405
1034,All-Japan Championships,2023,2023-04-20,2023-04-23,MAG and WAG,junior and senior,International Event,National Event,1367
1268,All-Japan Championships,2024,2024-04-11,2024-04-14,MAG and WAG,junior and senior,International Event,National Event,1258
1473,All-Japan Championships,2025,2025-04-17,2025-04-20,MAG and WAG,junior and senior,International Event,National Event,1266
1670,All-Japan Championships,2026,2026-04-16,2026-04-19,MAG and WAG,junior and senior,International Event,National Event,1275
133,All-Japan Event Championships,2018,2018-06-30,2018-07-01,MAG and WAG,junior and senior,International Event,National Event,420
336,All-Japan Event Championships,2019,2019-06-21,2019-06-23,MAG and WAG,junior and senior,International Event,National Event,421
579,All-Japan Event Championships,2021,2021-06-05,2021-06-06,MAG and WAG,senior,International Event,National Event,410
861,All-Japan Event Championships,2022,2022-06-18,2022-06-19,MAG and WAG,junior and senior,International Event,National Event,376
1038,All-Japan Event Championships,2023,2023-06-10,2023-06-11,MAG and WAG,junior and senior,International Event,National Event,382
1267,All-Japan Event Championships,2024,2024-11-22,2024-11-24,MAG and WAG,junior and senior,International Event,National Event,472
1474,All-Japan Event Championships,2025,2025-04-17,2025-04-20,MAG and WAG,junior and senior,International Event,National Event,507
286,All-Japan Junior Championships,2019,2019-08-12,2019-08-17,MAG and WAG,junior and senior,International Event,National Event,2405
581,All-Japan Junior Championships,2021,2021-08-12,2021-08-17,MAG and WAG,junior and senior,International Event,National Event,1881
1039,All-Japan Junior Championships,2023,2023-08-12,2023-08-17,MAG and WAG,junior and senior,International Event,National Event,1994
1274,All-Japan Junior Championships,2024,2024-08-12,2024-08-17,MAG and WAG,junior and senior,International Event,National Event,1958
1476,All-Japan Junior Championships,2025,2025-08-12,2025-08-17,MAG and WAG,junior and senior,International Event,National Event,2013
465,All-Japan Senior Championships,2020,2020-09-20,2020-09-22,MAG and WAG,senior,International Event,National Event,990
578,All-Japan Senior Championships,2021,2021-09-23,2021-09-26,MAG and WAG,senior,International Event,National Event,715
803,All-Japan Senior Championships,2022,2022-09-17,2022-09-19,MAG and WAG,senior,International Event,National Event,712
1036,All-Japan Senior Championships,2023,2023-09-09,2023-09-09,MAG and WAG,senior,International Event,National Event,764
1272,All-Japan Senior Championships,2024,2024-09-15,2024-09-15,MAG and WAG,senior,International Event,National Event,902
1477,All-Japan Senior Championships,2025,2025-09-06,2025-09-06,MAG and WAG,senior,International Event,National Event,843
288,All-Japan Student Championships,2019,2019-08-20,2019-08-22,MAG and WAG,senior,International Event,National Event,2589
464,All-Japan Student Championships,2020,2020-10-19,2020-10-23,MAG and WAG,senior,International Event,National Event,2466
580,All-Japan Student Championships,2021,2021-09-01,2021-09-04,MAG and WAG,senior,International Event,National Event,1092
1032,All-Japan Student Championships,2023,2023-08-19,2023-08-22,MAG and WAG,junior and senior,International Event,National Event,1560
1266,All-Japan Student Championships,2024,2024-08-23,2024-08-26,MAG and WAG,senior,International Event,National Event,1171
1472,All-Japan Student Championships,2025,2025-08-19,2025-08-22,MAG and WAG,senior,International Event,National Event,1185
1037,All-Japan Super Specialist Championships,2023,2023-09-10,2023-09-10,MAG,junior and senior,International Event,National Event,64
1479,All-Japan Super Specialist Championships,2025,2025-09-07,2025-09-07,MAG,senior,International Event,National Event,46
76,All-Japan Team Championships,2018,2018-11-24,2018-11-25,MAG and WAG,senior,International Event,National Event,503
287,All-Japan Team Championships,2019,2019-11-09,2019-11-10,MAG and WAG,junior and senior,International Event,National Event,500
622,All-Japan Team Championships,2021,2021-12-11,2021-12-12,MAG and WAG,senior,International Event,National Event,502
802,All-Japan Team Championships,2022,2022-12-10,2022-12-11,MAG and WAG,junior and senior,International Event,National Event,505
1033,All-Japan Team Championships,2023,2023-11-26,2023-11-26,MAG and WAG,junior and senior,International Event,National Event,493
1269,All-Japan Team Championships,2024,2024-11-23,2024-11-23,MAG and WAG,junior and senior,International Event,National Event,461
1475,All-Japan Team Championships,2025,2025-11-13,2025-11-16,MAG and WAG,junior and senior,International Event,National Event,506
140,Argentinian Championships,2018,2018-11-17,2018-11-17,WAG,junior and senior,International Event,National Event,155
369,Argentinian Championships,2019,2019-08-20,2019-08-24,WAG,junior and senior,International Event,National Event,145
885,Argentinian Championships,2022,2022-11-17,2022-11-29,WAG,junior and senior,International Event,National Event,179
1161,Argentinian Championships,2023,2023-11-06,2023-11-12,WAG,junior and senior,International Event,National Event,175
1257,Argentinian Championships,2024,2024-12-07,2024-12-07,MAG and WAG,junior and senior,International Event,National Event,337
1593,Argentinian Championships,2025,2025-08-08,2025-08-09,WAG,junior and senior,International Event,National Event,159
141,Argentinian Club Championships,2018,2018-06-27,2018-06-30,WAG,junior and senior,International Event,National Event,160
370,Argentinian Club Championships,2019,2019-05-21,2019-05-25,WAG,junior and senior,International Event,National Event,136
174,Auburn National Qualifier,2018,2018-05-24,2018-05-26,WAG,junior and senior,International Event,National Event,499
392,Auburn National Qualifier,2019,2019-06-07,2019-06-09,WAG,junior and senior,International Event,National Event,386
36,Australian Championships,2018,2018-05-25,2018-05-27,MAG,senior,International Event,National Event,194
315,Australian Championships,2019,2019-05-20,2019-05-26,MAG and WAG,junior and senior,International Event,National Event,640
550,Australian Championships,2021,2021-05-21,2021-05-23,MAG and WAG,junior and senior,International Event,National Event,512
800,Australian Championships,2022,2022-05-20,2022-05-22,MAG and WAG,junior and senior,International Event,National Event,546
1030,Australian Championships,2023,2023-05-10,2023-05-13,MAG and WAG,junior and senior,International Event,National Event,514
1326,Australian Championships,2024,2024-05-10,2024-05-12,MAG and WAG,junior and senior,International Event,National Event,591
1470,Australian Championships,2025,2025-07-03,2025-07-09,MAG and WAG,junior and senior,International Event,National Event,670
1656,Australian Championships,2026,2026-06-28,2026-07-05,MAG and WAG,junior and senior,International Event,National Event,951
93,Austrian Championships,2018,2018-06-23,2018-06-24,MAG and WAG,junior and senior,International Event,National Event,464
306,Austrian Championships,2019,2019-11-09,2019-11-10,MAG and WAG,junior and senior,International Event,National Event,457
476,Austrian Championships,2020,2020-11-07,2020-11-08,MAG and WAG,junior and senior,International Event,National Event,547
604,Austrian Championships,2021,2021-06-05,2021-06-06,MAG and WAG,junior and senior,International Event,National Event,682
826,Austrian Championships,2022,2022-06-17,2022-06-18,MAG and WAG,junior and senior,International Event,National Event,487
1059,Austrian Championships,2023,2023-05-13,2023-05-14,MAG and WAG,junior and senior,International Event,National Event,544
1293,Austrian Championships,2024,2024-04-06,2024-04-07,MAG and WAG,junior and senior,International Event,National Event,519
1505,Austrian Championships,2025,2025-04-26,2025-04-27,MAG and WAG,junior and senior,International Event,National Event,441
1684,Austrian Championships,2026,2026-06-04,2026-06-07,MAG and WAG,junior and senior,International Event,National Event,397
420,Austrian Junior Championships,2019,2019-06-01,2019-06-02,WAG,junior,International Event,National Event,67
700,Austrian Junior Championships,2021,2021-11-06,2021-11-07,WAG,junior,International Event,National Event,90
925,Austrian Junior Championships,2022,2022-11-12,2022-11-12,WAG,junior,International Event,National Event,50
1588,Austrian Team Championships,2025,2025-09-20,2025-09-20,WAG,junior and senior,International Event,National Event,149
181,Belarusian Championships,2018,2018-09-19,2018-09-21,WAG,junior and senior,International Event,National Event,165
18,Belgian Championships,2018,2018-05-26,2018-05-27,MAG and WAG,junior and senior,International Event,National Event,229
352,Belgian Championships,2019,2019-06-01,2019-06-02,MAG and WAG,junior and senior,International Event,National Event,234
821,Belgian Championships,2022,2022-05-26,2022-05-29,MAG and WAG,junior and senior,International Event,National Event,277
1055,Belgian Championships,2023,2023-05-27,2023-05-29,MAG and WAG,junior and senior,International Event,National Event,271
1285,Belgian Championships,2024,2024-05-18,2024-05-20,MAG and WAG,junior and senior,International Event,National Event,211
1498,Belgian Championships,2025,2025-05-24,2025-05-25,MAG and WAG,junior and senior,International Event,National Event,320
1679,Belgian Championships,2026,2026-05-23,2026-05-25,MAG and WAG,junior and senior,International Event,National Event,217
1351,Biles Invitational National Qualifier,2024,2024-02-02,2024-02-04,WAG,junior and senior,International Event,National Event,205
646,Biles National Qualifier,2021,2021-01-21,2021-01-24,WAG,junior and senior,International Event,National Event,170
1716,Biles National Qualifier,2026,2026-01-23,2026-01-25,WAG,junior and senior,International Event,National Event,68
121,Brazilian Championships,2018,2018-06-22,2018-06-24,MAG and WAG,junior and senior,International Event,National Event,330
292,Brazilian Championships,2019,2019-08-13,2019-08-18,MAG and WAG,junior and senior,International Event,National Event,967
623,Brazilian Championships,2021,2021-09-30,2021-10-03,MAG and WAG,junior and senior,International Event,National Event,519
853,Brazilian Championships,2022,2022-08-09,2022-08-14,MAG and WAG,junior and senior,International Event,National Event,878
1087,Brazilian Championships,2023,2023-08-14,2023-08-20,MAG and WAG,junior and senior,International Event,National Event,1166
1317,Brazilian Championships,2024,2024-09-20,2024-09-22,MAG and WAG,junior and senior,International Event,National Event,586
1532,Brazilian Championships,2025,2025-09-04,2025-09-07,MAG and WAG,junior and senior,International Event,National Event,555
85,Brazilian Event Championships,2018,2018-08-16,2018-08-19,MAG and WAG,junior and senior,International Event,National Event,341
326,Brazilian Event Championships,2019,2019-06-07,2019-06-09,MAG and WAG,junior and senior,International Event,National Event,376
109,Brazilian Junior Championships,2018,2018-11-14,2018-11-18,MAG and WAG,junior,International Event,National Event,469
636,Brazilian Junior Championships,2021,2021-08-25,2021-08-29,MAG and WAG,junior,International Event,National Event,330
855,Brazilian Junior Championships,2022,2022-10-19,2022-10-23,MAG and WAG,junior,International Event,National Event,650
1088,Brazilian Junior Championships,2023,2023-11-08,2023-11-12,MAG,junior,International Event,National Event,392
1315,Brazilian Junior Championships,2024,2024-10-11,2024-10-13,MAG and WAG,junior,International Event,National Event,714
1531,Brazilian Junior Championships,2025,2025-10-09,2025-10-12,MAG and WAG,junior,International Event,National Event,817
143,Brestyan's National Qualifier,2018,2018-06-23,2018-06-24,WAG,junior and senior,International Event,National Event,395
496,Brestyan's National Qualifier,2020,2020-02-07,2020-02-09,WAG,junior and senior,International Event,National Event,390
659,Brestyan's National Qualifier,2021,2021-02-11,2021-02-14,WAG,junior and senior,International Event,National Event,253
38,British Championships,2018,2018-03-08,2018-03-11,MAG and WAG,junior and senior,International Event,National Event,2910
223,British Championships,2019,2019-03-14,2019-03-17,MAG and WAG,junior and senior,International Event,National Event,3048
551,British Championships,2021,2021-11-27,2021-11-28,MAG and WAG,junior and senior,International Event,National Event,1267
731,British Championships,2022,2022-03-24,2022-03-27,MAG and WAG,junior and senior,International Event,National Event,2381
949,British Championships,2023,2023-03-23,2023-03-26,MAG and WAG,junior and senior,International Event,National Event,2120
1186,British Championships,2024,2024-03-14,2024-03-17,MAG and WAG,junior and senior,International Event,National Event,2366
1395,British Championships,2025,2025-03-20,2025-03-23,MAG and WAG,junior and senior,International Event,National Event,2427
1609,British Championships,2026,2026-03-19,2026-03-22,MAG and WAG,junior and senior,International Event,National Event,2543
139,British Team Championships,2018,2018-09-15,2018-09-15,WAG,junior and senior,International Event,National Event,760
364,British Team Championships,2019,2019-09-14,2019-09-15,WAG,junior and senior,International Event,National Event,699
878,British Team Championships,2022,2022-10-01,2022-10-01,WAG,junior and senior,International Event,National Event,446
1111,British Team Championships,2023,2023-10-14,2023-10-15,WAG,junior and senior,International Event,National Event,719
1228,British Team Championships,2024,2024-10-12,2024-10-13,MAG and WAG,junior and senior,International Event,National Event,879
1438,British Team Championships,2025,2025-06-07,2025-06-08,MAG and WAG,junior and senior,International Event,National Event,974
1654,British Team Championships,2026,2026-10-10,2026-10-11,MAG,junior and senior,International Event,National Event,483
379,Buckeye National Qualifier,2019,2019-01-31,2019-02-03,WAG,junior and senior,International Event,National Event,364
655,Buckeye National Qualifier,2021,2021-02-05,2021-02-07,WAG,junior and senior,International Event,National Event,256
881,Buckeye National Qualifier,2022,2022-02-04,2022-02-06,WAG,junior and senior,International Event,National Event,217
1132,Buckeye National Qualifier,2023,2023-02-03,2023-02-05,WAG,junior and senior,International Event,National Event,244
1557,Buckeye National Qualifier,2025,2025-01-30,2025-02-02,WAG,junior and senior,International Event,National Event,232
1046,Bulgarian Championships,2023,2023-07-01,2023-07-02,MAG and WAG,junior and senior,International Event,National Event,897
1290,Bulgarian Championships,2024,2024-06-21,2024-06-22,MAG and WAG,junior and senior,International Event,National Event,1028
1489,Bulgarian Championships,2025,2025-06-30,2025-07-01,MAG and WAG,junior and senior,International Event,National Event,905
5,Canadian Championships,2018,2018-05-22,2018-05-27,MAG and WAG,junior and senior,International Event,National Event,646
226,Canadian Championships,2019,2019-05-21,2019-05-26,MAG and WAG,junior and senior,International Event,National Event,915
695,Canadian Championships,2021,2021-05-14,2021-05-23,WAG,junior and senior,International Event,National Event,606
771,Canadian Championships,2022,2022-05-26,2022-05-30,MAG and WAG,junior and senior,International Event,National Event,1116
994,Canadian Championships,2023,2023-05-19,2023-05-21,MAG and WAG,junior and senior,International Event,National Event,1621
1339,Canadian Championships,2024,2024-06-05,2024-06-09,WAG,junior and senior,International Event,National Event,445
1442,Canadian Championships,2025,2025-05-26,2025-05-30,MAG and WAG,junior and senior,International Event,National Event,1824
1666,Canadian Championships,2026,2026-05-25,2026-05-29,MAG and WAG,junior and senior,International Event,National Event,1632
1233,Candadian Championships,2024,2024-06-05,2024-06-09,MAG,junior and senior,International Event,National Event,1115
1604,China Junior National Games,2025,2025-09-05,2025-09-10,WAG,junior,International Event,National Event,692
125,Chinese Championships,2018,2018-05-03,2018-05-13,MAG and WAG,junior and senior,International Event,National Event,1360
345,Chinese Championships,2019,2019-05-08,2019-05-13,MAG and WAG,junior and senior,International Event,National Event,1506
490,Chinese Championships,2020,2020-09-21,2020-09-28,MAG and WAG,junior and senior,International Event,National Event,1315
632,Chinese Championships,2021,2021-05-04,2021-05-09,MAG and WAG,junior and senior,International Event,National Event,1633
868,Chinese Championships,2022,2022-09-04,2022-09-09,MAG and WAG,junior and senior,International Event,National Event,1227
1105,Chinese Championships,2023,2023-05-21,2023-05-28,MAG and WAG,junior and senior,International Event,National Event,1548
1332,Chinese Championships,2024,2024-04-24,2024-04-29,MAG and WAG,junior and senior,International Event,National Event,943
1520,Chinese Championships,2025,2025-05-15,2025-05-22,MAG and WAG,junior and senior,International Event,National Event,1788
1696,Chinese Championships,2026,2026-05-14,2026-05-20,MAG and WAG,junior and senior,International Event,National Event,1144
126,Chinese Individual Championships,2018,2018-09-04,2018-09-07,MAG and WAG,junior and senior,International Event,National Event,573
344,Chinese Individual Championships,2019,2019-09-03,2019-09-07,MAG and WAG,junior and senior,International Event,National Event,874
519,Chinese Individual Championships,2020,2020-10-17,2020-10-20,WAG,junior and senior,International Event,National Event,1140
1106,Chinese Individual Championships,2023,2023-10-25,2023-10-29,MAG and WAG,junior and senior,International Event,National Event,60
1333,Chinese Individual Championships,2024,2024-09-15,2024-09-24,MAG and WAG,junior and senior,International Event,National Event,806
131,Chinese Individual Junior Championships,2018,2018-09-08,2018-09-10,MAG and WAG,junior,International Event,National Event,359
210,Chinese Junior Championships,2018,2018-06-03,2018-06-10,WAG,junior,International Event,National Event,482
436,Chinese Junior Championships,2019,2019-06-12,2019-06-19,WAG,junior,International Event,National Event,918
1546,Chinese Junior Championships,2025,2025-06-26,2025-07-03,MAG and WAG,junior,International Event,National Event,1429
1547,Chinese Junior National Games,2025,2025-09-05,2025-09-10,MAG,junior,International Event,National Event,701
627,Chinese National Games,2021,2021-09-19,2021-09-26,MAG and WAG,junior and senior,International Event,National Event,1405
1521,Chinese National Games,2025,2025-11-10,2025-11-17,MAG and WAG,junior and senior,International Event,National Event,1471
1076,Chinese National Student Youth Games,2023,2023-11-06,2023-11-13,MAG and WAG,junior,International Event,National Event,1334
356,Chinese National Youth Games,2019,2019-07-28,2019-08-06,MAG and WAG,junior,International Event,National Event,2915
839,Chinese Youth Championships,2022,2022-07-20,2022-07-25,MAG and WAG,junior,International Event,National Event,1941
1136,City of Lights National Qualifier,2023,2023-02-10,2023-02-12,WAG,junior and senior,International Event,National Event,218
1341,City of Lights National Qualifier,2024,2024-02-09,2024-02-11,WAG,junior and senior,International Event,National Event,236
1559,Coastal Realm National Qualifier,2025,2025-05-31,2025-06-01,WAG,junior and senior,International Event,National Event,170
95,Colombian Championships,2018,2018-04-05,2018-04-08,MAG and WAG,junior and senior,International Event,National Event,546
308,Colombian Championships,2019,2019-06-07,2019-06-09,MAG and WAG,junior and senior,International Event,National Event,539
1066,Colombian Championships,2023,2023-04-19,2023-04-23,MAG and WAG,junior and senior,International Event,National Event,501
1310,Colombian Championships,2024,2024-05-01,2024-05-05,MAG and WAG,junior and senior,International Event,National Event,345
1524,Colombian Championships,2025,2025-05-15,2025-05-18,MAG and WAG,junior and senior,International Event,National Event,504
1687,Colombian Championships,2026,,,MAG and WAG,junior and senior,International Event,National Event,559
197,Croatian Championships,2018,2018-06-10,2018-06-10,WAG,junior and senior,International Event,National Event,82
341,Croatian Championships,2019,2019-06-08,2019-06-09,MAG and WAG,junior and senior,International Event,National Event,195
489,Croatian Championships,2020,2020-11-20,2020-11-21,MAG and WAG,junior and senior,International Event,National Event,287
860,Croatian Championships,2022,2022-06-03,2022-06-05,MAG and WAG,junior and senior,International Event,National Event,209
1103,Croatian Championships,2023,2023-11-28,2023-11-29,MAG and WAG,junior and senior,International Event,National Event,196
1335,Croatian Championships,2024,2024-11-09,2024-11-10,MAG and WAG,junior and senior,International Event,National Event,205
1545,Croatian Championships,2025,2025-11-21,2025-11-22,MAG and WAG,junior and senior,International Event,National Event,217
1307,Croatian Event Championships,2024,2024-06-21,2024-06-23,MAG and WAG,junior and senior,International Event,National Event,385
1523,Croatian Event Championships,2025,2025-06-06,2025-06-08,MAG and WAG,junior and senior,International Event,National Event,285
186,Czech Championships,2018,2018-06-02,2018-06-03,WAG,junior and senior,International Event,National Event,228
335,Czech Championships,2019,2019-06-01,2019-06-02,MAG and WAG,junior and senior,International Event,National Event,548
552,Czech Championships,2021,2021-06-25,2021-06-27,MAG and WAG,junior and senior,International Event,National Event,533
770,Czech Championships,2022,2022-06-03,2022-06-05,MAG and WAG,junior and senior,International Event,National Event,867
988,Czech Championships,2023,2023-06-02,2023-06-04,MAG and WAG,junior and senior,International Event,National Event,851
1227,Czech Championships,2024,2024-05-31,2024-06-02,MAG and WAG,junior and senior,International Event,National Event,1071
1434,Czech Championships,2025,2025-06-13,2025-06-15,MAG and WAG,junior and senior,International Event,National Event,889
1648,Czech Championships,2026,2026-06-12,2026-06-14,MAG and WAG,junior and senior,International Event,National Event,856
658,Czech Team Championships,2021,2021-12-04,2021-12-05,WAG,junior and senior,International Event,National Event,233
92,Danish Championships,2018,2018-05-26,2018-05-27,MAG and WAG,junior and senior,International Event,National Event,574
305,Danish Championships,2019,2019-03-02,2019-03-03,MAG and WAG,senior,International Event,National Event,190
475,Danish Championships,2020,2020-11-07,2020-11-08,MAG and WAG,junior and senior,International Event,National Event,460
611,Danish Championships,2021,2021-06-05,2021-06-06,MAG and WAG,senior,International Event,National Event,271
845,Danish Championships,2022,2022-06-25,2022-06-26,MAG and WAG,junior and senior,International Event,National Event,391
1078,Danish Championships,2023,2023-05-13,2023-05-14,MAG and WAG,junior and senior,International Event,National Event,432
1291,Danish Championships,2024,2024-11-02,2024-11-03,MAG and WAG,junior and senior,International Event,National Event,441
1501,Danish Championships,2025,2025-11-01,2025-11-02,MAG and WAG,junior and senior,International Event,National Event,486
425,Danish Junior Championships,2019,2019-04-27,2019-04-28,WAG,junior,International Event,National Event,303
674,Danish Junior Championships,2021,2021-10-02,2021-10-03,WAG,junior,International Event,National Event,155
603,Danish Team Championships,2021,2021-11-06,2021-11-06,MAG and WAG,junior and senior,International Event,National Event,129
1218,Danish Team Championships,2024,2024-03-23,2024-03-23,MAG and WAG,junior and senior,International Event,National Event,266
1502,Danish Team Championships,2025,2025-06-28,2025-06-29,MAG and WAG,junior and senior,International Event,National Event,206
602,Danish Team Championships Qualifier,2021,2021-10-02,2021-10-03,MAG and WAG,junior and senior,International Event,National Event,117
1600,Dragon Invite National Qualifier,2025,2025-02-06,2025-02-09,WAG,junior and senior,International Event,National Event,140
19,Dutch Championships,2018,2018-06-23,2018-06-24,MAG and WAG,junior and senior,International Event,National Event,697
346,Dutch Championships,2019,2019-06-22,2019-06-23,MAG and WAG,junior and senior,International Event,National Event,414
732,Dutch Championships,2022,2022-06-24,2022-06-25,MAG and WAG,junior and senior,International Event,National Event,540
951,Dutch Championships,2023,2023-06-24,2023-06-25,MAG and WAG,junior and senior,International Event,National Event,862
1306,Dutch Championships,2024,2024-06-22,2024-06-23,MAG and WAG,junior and senior,International Event,National Event,614
1396,Dutch Championships,2025,2025-06-28,2025-06-29,MAG and WAG,junior and senior,International Event,National Event,622
1612,Dutch Championships,2026,2026-06-26,2026-06-27,MAG and WAG,junior and senior,International Event,National Event,803
187,Dutch Team Championships,2018,2018-11-17,2018-11-17,WAG,junior and senior,International Event,National Event,257
435,Dutch Team Championships,2019,2019-11-16,2019-11-17,WAG,junior and senior,International Event,National Event,147
1373,Dutch Team Championships,2024,2024-11-16,2024-11-16,WAG,junior and senior,International Event,National Event,197
1592,Dutch Team Championships,2025,2025-11-22,2025-11-23,WAG,junior and senior,International Event,National Event,73
41,English Championships,2018,2018-02-09,2018-02-11,MAG and WAG,junior and senior,International Event,National Event,2336
254,English Championships,2019,2019-03-01,2019-03-03,MAG and WAG,junior and senior,International Event,National Event,2781
768,English Championships,2022,2022-03-11,2022-03-13,MAG and WAG,junior and senior,International Event,National Event,1924
991,English Championships,2023,2023-02-24,2023-02-26,MAG and WAG,junior and senior,International Event,National Event,2400
1230,English Championships,2024,2024-03-01,2024-03-03,MAG and WAG,junior and senior,International Event,National Event,3074
1439,English Championships,2025,2025-02-28,2025-03-02,MAG and WAG,junior and senior,International Event,National Event,2486
1610,English Championships,2026,2026-02-27,2026-03-01,MAG and WAG,junior and senior,International Event,National Event,2732
499,Everest National Qualifier,2020,2020-02-21,2020-02-23,WAG,junior and senior,International Event,National Event,316
1350,Excalibur Cup National Qualifier,2024,2024-02-16,2024-02-18,WAG,junior and senior,International Event,National Event,259
501,Excalibur National Qualifier,2020,2020-02-14,2020-02-16,WAG,junior and senior,International Event,National Event,220
1,Finnish Championships,2018,2018-05-25,2018-05-27,MAG and WAG,junior and senior,International Event,National Event,801
213,Finnish Championships,2019,2019-05-24,2019-05-26,MAG and WAG,junior and senior,International Event,National Event,812
446,Finnish Championships,2020,2020-11-06,2020-11-08,MAG and WAG,junior and senior,International Event,National Event,984
522,Finnish Championships,2021,2021-09-17,2021-09-19,MAG and WAG,junior and senior,International Event,National Event,992
722,Finnish Championships,2022,2022-06-08,2022-06-09,MAG and WAG,junior and senior,International Event,National Event,1066
938,Finnish Championships,2023,2023-05-05,2023-05-06,MAG and WAG,junior and senior,International Event,National Event,912
1181,Finnish Championships,2024,2024-03-23,2024-03-24,MAG and WAG,junior and senior,International Event,National Event,929
1387,Finnish Championships,2025,2025-05-03,2025-05-04,MAG and WAG,junior and senior,International Event,National Event,966
1607,Finnish Championships,2026,2026-05-01,2026-05-02,MAG and WAG,senior,International Event,National Event,399
1606,Finnish Junior Championships,2026,2026-06-04,2026-06-05,MAG and WAG,junior,International Event,National Event,540
943,Finnish Men's National Team Test 2,2023,2023-03-10,2023-03-10,MAG,junior and senior,International Event,National Event,109
1040,Finnish Men's National Team Test 3,2023,2023-03-17,2023-03-17,MAG,junior and senior,International Event,National Event,66
1041,Finnish Men's National Team Test 4,2023,2023-03-24,2023-03-24,MAG,senior,International Event,National Event,72
944,Finnish National Team Test,2023,2023-02-12,2023-02-12,MAG and WAG,junior and senior,International Event,National Event,150
1577,Finnish National Team Test,2025,2025-03-21,2025-03-21,WAG,junior and senior,International Event,National Event,254
932,Finnish National Team Test 1,2022,2022-02-25,2022-02-25,WAG,senior,International Event,National Event,45
930,Finnish National Team Test 2,2022,2022-03-13,2022-03-13,WAG,senior,International Event,National Event,94
1143,Finnish National Team Test 2,2023,2023-02-25,2023-02-25,WAG,junior and senior,International Event,National Event,87
931,Finnish National Team Test 3,2022,2022-03-26,2022-03-26,WAG,senior,International Event,National Event,80
1174,Finnish National Team Test 3,2023,2023-03-04,2023-03-04,WAG,junior,International Event,National Event,42
1144,Finnish National Team Test 4,2023,2023-03-11,2023-03-11,WAG,senior,International Event,National Event,109
1119,Finnish National Team Test 5,2023,2023-03-31,2023-04-02,WAG,junior and senior,International Event,National Event,310
1145,Finnish National Team Test 6,2023,2023-04-14,2023-04-16,WAG,junior and senior,International Event,National Event,116
