event_id,name,year,start_date,end_date,discipline,category,old_level,new_level,result_count
1120,Finnish National Team Test 7,2023,2023-05-12,2023-05-14,WAG,junior and senior,International Event,National Event,241
1167,Finnish National Team Test 8,2023,2023-05-26,2023-05-28,WAG,junior and senior,International Event,National Event,138
497,Finnish Team Championships,2020,2020-10-23,2020-10-25,WAG,junior and senior,International Event,National Event,106
891,Finnish Team Championships,2022,2022-10-08,2022-10-08,WAG,junior and senior,International Event,National Event,127
34,French Championships,2018,2018-05-19,2018-05-20,MAG and WAG,junior and senior,International Event,National Event,766
247,French Championships,2019,2019-06-08,2019-06-09,MAG and WAG,junior and senior,International Event,National Event,664
545,French Championships,2021,2021-06-05,2021-06-06,MAG and WAG,junior and senior,International Event,National Event,740
758,French Championships,2022,2022-07-07,2022-07-10,MAG and WAG,junior and senior,International Event,National Event,1111
980,French Championships,2023,2023-06-15,2023-06-17,MAG and WAG,junior and senior,International Event,National Event,908
1216,French Championships,2024,2024-06-07,2024-06-09,MAG and WAG,junior and senior,International Event,National Event,961
1427,French Championships,2025,2025-04-18,2025-04-20,MAG and WAG,junior and senior,International Event,National Event,914
1634,French Championships,2026,2026-06-05,2026-06-07,MAG and WAG,junior and senior,International Event,National Event,842
689,French National Team Review,2021,2021-12-18,2021-12-19,WAG,junior and senior,International Event,National Event,210
1160,French National Team Review,2023,2023-10-27,2023-10-28,WAG,junior and senior,International Event,National Event,319
1362,French National Team Review,2024,2024-10-25,2024-10-26,WAG,junior and senior,International Event,National Event,283
1576,French National Team Review,2025,2025-10-17,2025-10-18,WAG,junior and senior,International Event,National Event,359
1709,French National Test,2026,2026-03-07,2026-03-07,WAG,junior and senior,International Event,National Event,69
1711,Fuzion National Qualifier,2026,2026-05-29,2026-05-31,WAG,junior and senior,International Event,National Event,157
882,GAGE National Qualifier,2022,2022-02-11,2022-02-13,WAG,junior and senior,International Event,National Event,125
1591,GAGE National Qualifier,2025,2025-04-26,2025-04-27,WAG,junior and senior,International Event,National Event,160
60,GK Championships,2018,2018-05-05,2018-05-05,MAG and WAG,junior and senior,International Event,National Event,310
274,GK Championships,2019,2019-05-11,2019-05-11,MAG and WAG,junior and senior,International Event,National Event,279
564,GK Championships,2021,2021-05-22,2021-05-23,MAG and WAG,junior and senior,International Event,National Event,150
793,GK Championships,2022,2022-04-30,2022-04-30,MAG and WAG,junior and senior,International Event,National Event,231
1015,GK Championships,2023,2023-05-07,2023-05-07,MAG and WAG,junior and senior,International Event,National Event,250
1251,GK Championships,2024,2024-05-11,2024-05-11,MAG and WAG,junior and senior,International Event,National Event,294
100,German Championships,2018,2018-09-29,2018-09-30,MAG and WAG,senior,International Event,National Event,404
314,German Championships,2019,2019-08-03,2019-08-04,MAG and WAG,senior,International Event,National Event,467
563,German Championships,2021,2021-06-03,2021-06-06,MAG and WAG,junior and senior,International Event,National Event,405
830,German Championships,2022,2022-06-23,2022-06-26,MAG and WAG,senior,International Event,National Event,427
953,German Championships,2023,2023-07-06,2023-07-09,MAG and WAG,junior and senior,International Event,National Event,490
1295,German Championships,2024,2024-06-08,2024-06-09,MAG and WAG,senior,International Event,National Event,446
1509,German Championships,2025,2025-07-31,2025-08-03,MAG and WAG,senior,International Event,National Event,360
172,German Junior Championships,2018,2018-04-28,2018-04-29,WAG,junior,International Event,National Event,530
421,German Junior Championships,2019,2019-05-25,2019-05-26,WAG,junior,International Event,National Event,261
513,German Junior Championships,2020,2020-11-28,2020-11-29,WAG,junior,International Event,National Event,244
676,German Junior Championships,2021,2021-10-23,2021-10-24,WAG,junior,International Event,National Event,522
916,German Junior Championships,2022,2022-06-18,2022-06-19,WAG,junior,International Event,National Event,557
1061,German Junior Championships,2023,2023-06-17,2023-06-18,MAG and WAG,junior,International Event,National Event,1136
1298,German Junior Championships,2024,2024-06-01,2024-06-02,MAG and WAG,junior,International Event,National Event,1030
1503,German Junior Championships,2025,2025-05-27,2025-05-29,MAG and WAG,junior,International Event,National Event,1189
1678,German Junior Championships,2026,2026-07-04,2026-07-05,MAG and WAG,junior,International Event,National Event,1302
361,Gliders National Qualifier,2019,2019-02-10,2019-02-11,WAG,junior and senior,International Event,National Event,229
47,Greek Championships,2018,2018-05-19,2018-05-20,MAG and WAG,junior and senior,International Event,National Event,627
259,Greek Championships,2019,2019-07-13,2019-07-14,MAG and WAG,junior and senior,International Event,National Event,487
607,Greek Championships,2021,2021-07-17,2021-07-18,MAG and WAG,junior and senior,International Event,National Event,536
836,Greek Championships,2022,2022-05-07,2022-05-08,MAG and WAG,junior and senior,International Event,National Event,758
1067,Greek Championships,2023,2023-05-13,2023-05-14,MAG and WAG,junior and senior,International Event,National Event,806
1250,Greek Championships,2024,2024-05-10,2024-05-12,MAG and WAG,junior and senior,International Event,National Event,781
1512,Greek Championships,2025,2025-04-26,2025-04-27,MAG and WAG,junior and senior,International Event,National Event,744
184,Hopes Championships,2018,2018-07-27,2018-07-27,WAG,junior,International Event,National Event,175
432,Hopes Championships,2019,2019-07-19,2019-07-19,WAG,junior,International Event,National Event,165
656,Hopes Championships,2021,2021-05-21,2021-05-21,WAG,junior,International Event,National Event,125
873,Hopes Championships,2022,2022-07-28,2022-07-28,WAG,junior,International Event,National Event,160
1113,Hopes Championships,2023,2023-08-04,2023-08-04,WAG,junior,International Event,National Event,170
1348,Hopes Championships,2024,2024-05-17,2024-05-17,WAG,junior and senior,International Event,National Event,168
1572,Hopes Championships,2025,2025-07-18,2025-07-18,WAG,junior,International Event,National Event,188
27,Hungarian Championships,2018,2018-09-14,2018-09-16,MAG and WAG,junior and senior,International Event,National Event,222
244,Hungarian Championships,2019,2019-08-30,2019-09-01,MAG and WAG,senior,International Event,National Event,166
457,Hungarian Championships,2020,2020-10-30,2020-10-31,MAG and WAG,junior and senior,International Event,National Event,493
546,Hungarian Championships,2021,2021-10-01,2021-10-03,MAG and WAG,senior,International Event,National Event,203
764,Hungarian Championships,2022,2022-07-08,2022-07-10,MAG and WAG,junior and senior,International Event,National Event,456
1091,Hungarian Championships,2023,2023-09-16,2023-09-17,MAG and WAG,junior and senior,International Event,National Event,372
1320,Hungarian Championships,2024,2024-03-23,2024-03-24,MAG and WAG,junior and senior,International Event,National Event,297
1536,Hungarian Championships,2025,2025-04-26,2025-04-27,MAG and WAG,junior and senior,International Event,National Event,392
30,Hungarian Event Championships,2018,2018-07-14,2018-07-15,MAG and WAG,junior and senior,International Event,National Event,138
639,Hungarian Event Championships,2021,2021-03-27,2021-03-28,MAG and WAG,junior and senior,International Event,National Event,135
863,Hungarian Event Championships,2022,2022-10-08,2022-10-09,MAG and WAG,senior,International Event,National Event,84
1322,Hungarian Event Championships,2024,2024-09-21,2024-09-22,MAG and WAG,senior,International Event,National Event,82
706,Hungarian Junior Championships,2021,2021-05-29,2021-05-30,WAG,junior,International Event,National Event,92
929,Hungarian Junior Championships,2022,2022-05-28,2022-05-29,WAG,junior,International Event,National Event,134
1162,Hungarian Junior Championships,2023,2023-05-20,2023-05-21,WAG,junior,International Event,National Event,188
1319,Hungarian Junior Championships,2024,2024-03-29,2024-03-30,MAG and WAG,junior,International Event,National Event,239
1602,Hungarian Junior Championships,2025,2025-05-31,2025-06-01,WAG,junior,International Event,National Event,112
1165,Hungarian Junior Event Championships,2023,2023-03-04,2023-03-04,WAG,junior,International Event,National Event,64
1603,Hungarian Junior Event Championships,2025,2025-03-22,2025-03-22,WAG,junior,International Event,National Event,61
26,Hungarian Masters Championships,2018,2018-11-16,2018-11-17,MAG and WAG,junior and senior,International Event,National Event,236
629,Hungarian Masters Championships,2021,2021-11-19,2021-11-21,MAG and WAG,junior and senior,International Event,National Event,340
862,Hungarian Masters Championships,2022,2022-11-26,2022-11-27,MAG and WAG,junior and senior,International Event,National Event,307
1092,Hungarian Masters Championships,2023,2023-11-04,2023-11-05,MAG,junior and senior,International Event,National Event,107
1321,Hungarian Masters Championships,2024,2024-10-12,2024-10-13,MAG and WAG,junior and senior,International Event,National Event,235
242,Hungarian National League Championships,2019,2019-03-09,2019-03-10,MAG and WAG,senior,International Event,National Event,72
628,Hungarian Super Team Championships,2021,,,MAG and WAG,junior and senior,International Event,National Event,301
1598,Hungarian Team & Event Championships,2025,2025-09-20,2025-09-21,WAG,junior and senior,International Event,National Event,166
1692,Hungarian Team & Event Championships,2026,2026-05-02,2026-05-03,MAG and WAG,junior and senior,International Event,National Event,346
1093,Hungarian Team Championships,2023,2023-03-18,2023-03-19,MAG and WAG,junior and senior,International Event,National Event,349
1537,Hungarian Team Championships,2025,2025-04-26,2025-04-27,MAG,junior and senior,International Event,National Event,164
1380,Hungarian Team Final Championships,2024,2024-09-14,2024-09-14,WAG,junior and senior,International Event,National Event,95
273,Iceland Team Championships,2019,2019-03-01,2019-03-02,MAG,senior,International Event,National Event,82
61,Icelandic Championships,2018,2018-04-07,2018-04-08,MAG and WAG,junior and senior,International Event,National Event,448
275,Icelandic Championships,2019,2019-03-16,2019-03-17,MAG and WAG,junior and senior,International Event,National Event,388
566,Icelandic Championships,2021,2021-03-20,2021-03-21,MAG and WAG,junior and senior,International Event,National Event,345
792,Icelandic Championships,2022,2022-06-11,2022-06-12,MAG and WAG,junior and senior,International Event,National Event,479
975,Icelandic Championships,2023,2023-03-25,2023-03-26,MAG and WAG,junior and senior,International Event,National Event,453
1254,Icelandic Championships,2024,2024-03-16,2024-03-17,MAG and WAG,junior and senior,International Event,National Event,359
1527,Icelandic Championships,2025,2025-04-26,2025-04-27,MAG and WAG,junior and senior,International Event,National Event,421
1646,Icelandic Championships,2026,2026-04-18,2026-04-19,MAG and WAG,junior and senior,International Event,National Event,483
164,Icelandic Fall Championships,2018,2018-11-03,2018-11-04,WAG,senior,International Event,National Event,51
438,Icelandic Fall Championships,2019,2019-10-26,2019-10-27,WAG,senior,International Event,National Event,38
1017,Icelandic Fall Championships,2023,2023-10-14,2023-10-15,MAG and WAG,junior and senior,International Event,National Event,183
163,Icelandic Team Championships,2018,2018-03-24,2018-03-25,WAG,junior and senior,International Event,National Event,91
398,Icelandic Team Championships,2019,2019-03-01,2019-03-02,WAG,junior and senior,International Event,National Event,108
463,Icelandic Team Championships,2020,2020-02-29,2020-02-29,MAG and WAG,junior and senior,International Event,National Event,172
565,Icelandic Team Championships,2021,2021-02-27,2021-02-27,MAG and WAG,junior and senior,International Event,National Event,201
23,Indian Championships,2018,2018-03-25,2018-03-27,MAG and WAG,senior,International Event,National Event,322
212,Indian Championships,2019,2019-05-03,2019-05-05,MAG and WAG,junior and senior,International Event,National Event,1688
1178,Indian Championships,2024,2024-01-02,2024-01-04,MAG and WAG,senior,International Event,National Event,1449
937,Indian Junior Championships,2023,2023-12-28,2023-12-30,MAG and WAG,junior and senior,International Event,National Event,1250
1384,Indian National Games,2025,2025-02-08,2025-02-13,MAG and WAG,senior,International Event,National Event,947
3,Irish Championships,2018,2018-05-12,2018-05-13,MAG and WAG,junior and senior,International Event,National Event,359
222,Irish Championships,2019,2019-05-25,2019-05-26,MAG and WAG,junior and senior,International Event,National Event,320
752,Irish Championships,2022,2022-05-21,2022-05-22,MAG and WAG,junior and senior,International Event,National Event,177
