review_id,problem_type,severity,message,source_sheet,source_row,event_name,year,athlete_name,country,discipline,category,apparatus,vt_attempt,day,format,round,D_score,vault_attempt_order_uncertain,suggestion_count,top_suggestion_id,top_suggestion_type,top_suggestion_confidence,top_suggestion_message,top_target_event_name,top_target_year,top_target_athlete_name,top_target_country,top_target_discipline,top_target_category,top_target_apparatus,top_target_vt_attempt,top_target_day,top_target_format,top_target_round,top_target_score,top_target_D_score,top_target_source_sheet,top_target_source_row,all_suggestions_json
orphan_a09e765a2abeddfa,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,2,Gymnasiade,2022,Aaro Harju,FIN,MAG,senior,FX,,,individual,final,4.2,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_ba09643bb30ce2d2,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,2,Gymnasiade,2022,Aaro Harju,FIN,MAG,senior,HB,,,individual,final,4.0,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_62c01ffd2b3d6f92,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,2,Gymnasiade,2022,Aaro Harju,FIN,MAG,senior,PB,,,individual,final,3.8,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_1023d15b899aa793,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,2,Gymnasiade,2022,Aaro Harju,FIN,MAG,senior,PH,,,individual,final,3.8,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_75e147aaf9b95b80,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,2,Gymnasiade,2022,Aaro Harju,FIN,MAG,senior,SR,,,individual,final,4.1,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_a921c6d251338ce2,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,2,Gymnasiade,2022,Aaro Harju,FIN,MAG,senior,VT,1,,individual,final,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_76188ebeba4a75f6,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,11,Nordic Championships,2022,Aaro Harju,FIN,MAG,junior,VT,2,,individual,final,4.0,True,1,suggestion_b8da3ee326400ff5,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Nordic Championships,2022,Aaro Harju,FIN,MAG,junior,VT,2,,apparatus,final,12.8,4.0,MAG,10,"[{""suggestion_id"": ""suggestion_b8da3ee326400ff5"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Nordic Championships"", ""year"": 2022, ""athlete_name"": ""Aaro Harju"", ""country"": ""FIN"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 12.8, ""D_score"": 4.0, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 10, ""target_id"": ""target_88172513ce76f8fd""}}]"
orphan_c61ef58b0181a825,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,44,Paris Challenge Cup,2022,Abdelrahman Abdelhaleem,EGY,MAG,senior,HB,,,individual,qualification,4.6,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_52a95870a3b28a31,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,80,Cairo World Cup,2022,Achraf Quistas,MAR,MAG,senior,PH,,,individual,qualification,5.7,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_7230a4944f42295d,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,102,Top 12 Series 2,2022,Adam Jean-Alphonse,FRA,MAG,senior,PB,,,individual,final,3.9,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_69734d36ad1d1df9,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,102,Top 12 Series 2,2022,Adam Jean-Alphonse,FRA,MAG,senior,SR,,,individual,final,3.3,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_05e7de601a2fe083,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,148,Swiss Cup,2022,Adem Asil,TUR,MAG,senior,VT,1,,individual,qualification,6.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_e38d05c3964ce84e,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,148,Swiss Cup,2022,Adem Asil,TUR,MAG,senior,VT,2,,individual,qualification,5.6,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_9f46700566a3351d,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,165,Spanish Championships,2022,Adrian Lopez,ESP,MAG,senior,VT,2,,individual,final,4.4,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_cbe735de9c73b6b8,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,166,Spanish Championships,2022,Adrian Martinez,ESP,MAG,senior,VT,2,,individual,final,4.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_dc3f386e6b320556,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,217,Gymnasiade,2022,Ahmet Burak Ekici,TUR,MAG,senior,FX,,,individual,final,4.5,False,0,,,,,,,,,,,,,,,,,,,,[]
