review_id,problem_type,severity,message,source_sheet,source_row,event_name,year,athlete_name,country,discipline,category,apparatus,vt_attempt,day,format,round,D_score,vault_attempt_order_uncertain,suggestion_count,top_suggestion_id,top_suggestion_type,top_suggestion_confidence,top_suggestion_message,top_target_event_name,top_target_year,top_target_athlete_name,top_target_country,top_target_discipline,top_target_category,top_target_apparatus,top_target_vt_attempt,top_target_day,top_target_format,top_target_round,top_target_score,top_target_D_score,top_target_source_sheet,top_target_source_row,all_suggestions_json
orphan_52c4f00b9462c171,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,3,Indian National Games,2025,Aakarsh S.J.,IND,MAG,senior,VT,2,,individual,qualification,2.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_38814ccb80c583f3,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,8,Finnish Championships,2025,Aarne Seppänen,FIN,MAG,junior,VT,2,,individual,final,2.9,True,1,suggestion_757e449fc9dadbb9,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Finnish Championships,2025,Aarne Seppänen,FIN,MAG,junior,VT,2,,apparatus,final,12.065,2.8,MAG,12,"[{""suggestion_id"": ""suggestion_757e449fc9dadbb9"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Finnish Championships"", ""year"": 2025, ""athlete_name"": ""Aarne Seppänen"", ""country"": ""FIN"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 12.065, ""D_score"": 2.8, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 12, ""target_id"": ""target_848b24b9b6fee9e7""}}]"
orphan_ecbe30c324ca8e6b,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,95,Champion's Cup,2025,Achille Cammarota,ITA,MAG,junior,VT,2,,individual,final,2.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_ca3a0c27fcab7b29,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,174,Indian National Games,2025,Adith S.D.,IND,MAG,senior,VT,2,,individual,qualification,4.8,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_5c31a4fe675060be,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,465,Champion's Cup,2025,Alessandro Salvadorini,ITA,MAG,senior,VT,2,,individual,final,2.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_6335910cb8cfc01c,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,602,Champion's Cup,2025,Alexandre Ratiglia,ITA,MAG,junior,VT,2,,individual,final,1.8,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_eb36e3aba18b6a12,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,637,Sokol Grand Prix,2025,Alfred Schwaiger,AUT,MAG,senior,HB,,,individual,qualification,3.5,False,0,,,,,,,,,,,,,,,,,,,,[]
orphan_074aa9f579c13ee2,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,719,Finnish Championships,2025,Alvar Broumand,FIN,MAG,junior,VT,2,,individual,final,2.0,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_c858ae5e1d81b73b,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,746,Finnish Championships,2025,Amos Backlund,FIN,MAG,senior,VT,1,,apparatus,final,3.6,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_a55d9a585f03cde0,athlete_missing_in_score_sheet,review,"The event/apparatus/context exists, but this athlete is missing in the score sheet.",MAG D,746,Finnish Championships,2025,Amos Backlund,FIN,MAG,senior,VT,2,,apparatus,final,3.2,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_4b747493e480f54a,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,771,Indian National Games,2025,Anay Aditya Kirloskar,IND,MAG,senior,VT,2,,individual,qualification,2.8,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_b72490232044096f,possible_context_mismatch,review,"Possible format, round, or day mismatch.",MAG D,802,Champion's Cup,2025,Andrea Passini,ITA,MAG,senior,VT,2,,individual,final,4.8,True,1,suggestion_e577fa818c665c17,context_correction,0.65,"Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different.",Champion's Cup,2025,Andrea Passini,ITA,MAG,senior,VT,2,,apparatus,final,13.4,4.4,MAG,868,"[{""suggestion_id"": ""suggestion_e577fa818c665c17"", ""suggestion_type"": ""context_correction"", ""confidence"": 0.65, ""message"": ""Same athlete/event/apparatus exists in the score sheet, but format, round, or day is different."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""format"": {""from"": ""individual"", ""to"": ""apparatus""}, ""round"": {""from"": ""final"", ""to"": ""final""}, ""day"": {""from"": null, ""to"": null}}, ""target_result"": {""event_name"": ""Champion's Cup"", ""year"": 2025, ""athlete_name"": ""Andrea Passini"", ""country"": ""ITA"", ""discipline"": ""MAG"", ""category"": ""senior"", ""apparatus"": ""VT"", ""vt_attempt"": 2, ""day"": null, ""format"": ""apparatus"", ""round"": ""final"", ""score"": 13.4, ""D_score"": 4.4, ""vault_attempt_order_uncertain"": true, ""source_sheet"": ""MAG"", ""source_row"": 868, ""target_id"": ""target_8a2ac4ca1745c920""}}]"
orphan_b2167fb86740fe3b,missing_final_score_for_context,review,"The athlete/event exists, but not this apparatus/context.",MAG D,905,Champion's Cup,2025,Angelo Licata,ITA,MAG,junior,VT,2,,individual,final,2.4,True,0,,,,,,,,,,,,,,,,,,,,[]
orphan_5f618840e718cf8d,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,965,International Junior Team Cup,2025,Anton Gerads,GER,MAG,junior,FX,,,individual,final,3.8,False,1,suggestion_7ef5a2279ba61c19,athlete_name_correction,0.96,D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'.,International Junior Team Cup,2025,Anton Gerards,GER,MAG,junior,FX,,,individual,final,11.8,,MAG,1033,"[{""suggestion_id"": ""suggestion_7ef5a2279ba61c19"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.96, ""message"": ""D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Anton Gerads"", ""to"": ""Anton Gerards""}}, ""target_result"": {""event_name"": ""International Junior Team Cup"", ""year"": 2025, ""athlete_name"": ""Anton Gerards"", ""country"": ""GER"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""FX"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 11.8, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 1033, ""target_id"": ""target_796d5f432b19f83e""}}]"
orphan_987db3002ac19066,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,965,International Junior Team Cup,2025,Anton Gerads,GER,MAG,junior,HB,,,individual,final,3.0,False,1,suggestion_5aa6467f683724dc,athlete_name_correction,0.96,D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'.,International Junior Team Cup,2025,Anton Gerards,GER,MAG,junior,HB,,,individual,final,10.2,,MAG,1033,"[{""suggestion_id"": ""suggestion_5aa6467f683724dc"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.96, ""message"": ""D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Anton Gerads"", ""to"": ""Anton Gerards""}}, ""target_result"": {""event_name"": ""International Junior Team Cup"", ""year"": 2025, ""athlete_name"": ""Anton Gerards"", ""country"": ""GER"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""HB"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 10.2, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 1033, ""target_id"": ""target_f9fecaa8733950c5""}}]"
orphan_7e821c2589003822,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,965,International Junior Team Cup,2025,Anton Gerads,GER,MAG,junior,PB,,,individual,final,3.5,False,1,suggestion_9baa6ffa18fa4dc6,athlete_name_correction,0.96,D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'.,International Junior Team Cup,2025,Anton Gerards,GER,MAG,junior,PB,,,individual,final,9.75,,MAG,1033,"[{""suggestion_id"": ""suggestion_9baa6ffa18fa4dc6"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.96, ""message"": ""D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Anton Gerads"", ""to"": ""Anton Gerards""}}, ""target_result"": {""event_name"": ""International Junior Team Cup"", ""year"": 2025, ""athlete_name"": ""Anton Gerards"", ""country"": ""GER"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""PB"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 9.75, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 1033, ""target_id"": ""target_df1943eed55a4483""}}]"
orphan_777022ae7c3f05a8,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,965,International Junior Team Cup,2025,Anton Gerads,GER,MAG,junior,PH,,,individual,final,4.2,False,1,suggestion_d37697a6c89ee931,athlete_name_correction,0.96,D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'.,International Junior Team Cup,2025,Anton Gerards,GER,MAG,junior,PH,,,individual,final,11.8,,MAG,1033,"[{""suggestion_id"": ""suggestion_d37697a6c89ee931"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.96, ""message"": ""D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Anton Gerads"", ""to"": ""Anton Gerards""}}, ""target_result"": {""event_name"": ""International Junior Team Cup"", ""year"": 2025, ""athlete_name"": ""Anton Gerards"", ""country"": ""GER"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""PH"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 11.8, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 1033, ""target_id"": ""target_6ac304710054456c""}}]"
orphan_eb824055623b4ef7,possible_athlete_name_typo,review,Possible athlete-name typo between the D sheet and the score sheet.,MAG D,965,International Junior Team Cup,2025,Anton Gerads,GER,MAG,junior,SR,,,individual,final,3.5,False,1,suggestion_165b62bb85406cba,athlete_name_correction,0.96,D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'.,International Junior Team Cup,2025,Anton Gerards,GER,MAG,junior,SR,,,individual,final,11.3,,MAG,1033,"[{""suggestion_id"": ""suggestion_165b62bb85406cba"", ""suggestion_type"": ""athlete_name_correction"", ""confidence"": 0.96, ""message"": ""D-score athlete 'Anton Gerads' probably matches score-sheet athlete 'Anton Gerards'."", ""action"": ""attach_d_score_to_target_result"", ""changes"": {""athlete_name"": {""from"": ""Anton Gerads"", ""to"": ""Anton Gerards""}}, ""target_result"": {""event_name"": ""International Junior Team Cup"", ""year"": 2025, ""athlete_name"": ""Anton Gerards"", ""country"": ""GER"", ""discipline"": ""MAG"", ""category"": ""junior"", ""apparatus"": ""SR"", ""vt_attempt"": null, ""day"": null, ""format"": ""individual"", ""round"": ""final"", ""score"": 11.3, ""D_score"": null, ""vault_attempt_order_uncertain"": false, ""source_sheet"": ""MAG"", ""source_row"": 1033, ""target_id"": ""target_42b81968fbdb890d""}}]"
