event_id,event_name,discipline,category,level,result_count,choice_calendar_row,notes,option_1,option_2,option_3,option_4,option_5
507,1st Norwegian FIG Meet,WAG,junior and senior,International Event,251,,,1: row 41 | Sep 26-27 | Norwegian Championships | 2020-09-26 to 2020-09-27 | confidence 0.388,2: row 60 | Oct 24-25 | Norwegian Junior Championships | 2020-10-24 to 2020-10-25 | confidence 0.383,3: row 5 | Jan 31-Feb 1 | 1st Italian Serie A | 2020-01-31 to 2020-02-01 | confidence 0.367,4: row 29 | Mar 7 | 1st Bundesliga | 2020-03-07 to 2020-03-07 | confidence 0.359,
373,1st Spanish League (2020 season),WAG,junior and senior,International Event,549,,,1: row 13 | Feb 8-9 | 2nd Spanish League | 2020-02-08 to 2020-02-09 | confidence 0.515,,,,
447,3rd Finnish Euros Trials,MAG,junior and senior,International Event,137,,,1: row 52 | Oct 16 | Finnish Euros Trials | 2020-10-16 to 2020-10-16 | confidence 0.933,2: row 66 | Oct 31 | 3rd Finnish Men's Euros Trials | 2020-10-31 to 2020-10-31 | confidence 0.858,3: row 63 | Oct 30 | 2nd Finnish Euros Trials | 2020-10-30 to 2020-10-30 | confidence 0.806,4: row 51 | Oct 15 | Finnish Men's Euros Trials | 2020-10-15 to 2020-10-15 | confidence 0.730,5: row 61 | Oct 25 | 2nd Finnish Men's Euros Trials | 2020-10-25 to 2020-10-25 | confidence 0.705
519,Chinese Individual Championships,WAG,junior and senior,International Event,1140,,,1: row 55 | Oct 17-20 | Chinese Junior Individual Championships | 2020-10-17 to 2020-10-20 | confidence 0.848,2: row 57 | Oct 22-25 | Chinese Senior Individual Championships | 2020-10-22 to 2020-10-25 | confidence 0.848,3: row 39 | Sep 21-28 | Chinese Championships | 2020-09-21 to 2020-09-28 | confidence 0.748,4: row 37 | Sep 6-11 | Ukrainian Championships | 2020-09-06 to 2020-09-11 | confidence 0.513,5: row 48 | Oct 10-11 | Swedish Championships | 2020-10-10 to 2020-10-11 | confidence 0.504
503,Italian Gold Junior Championships,WAG,junior,International Event,583,,,1: row 76 | Nov 7-8 | Italian Gold Junior 1 Championships | 2020-11-07 to 2020-11-08 | confidence 0.911,2: row 67 | Nov 1 | Italian Gold Junior 2-3 Championships | 2020-11-01 to 2020-11-01 | confidence 0.893,3: row 59 | Oct 24 | Italian Gold Championships | 2020-10-24 to 2020-10-24 | confidence 0.835,4: row 69 | Nov 6-8 | Italian Championships | 2020-11-06 to 2020-11-08 | confidence 0.681,5: row 84 | Nov 28-29 | German Junior Championships | 2020-11-28 to 2020-11-29 | confidence 0.638
472,RD761 Junior International Cup,MAG,junior,International Event,273,,,1: row 2 | Jan 17-18 | RD761 Junior International Team Cup | 2020-01-17 to 2020-01-18 | confidence 0.880,2: row 27 | Mar 6-8 | International Gymnix | 2020-03-06 to 2020-03-08 | confidence 0.434,3: row 33 | Mar 7-8 | AGF Junior Trophy | 2020-03-07 to 2020-03-08 | confidence 0.390,4: row 84 | Nov 28-29 | German Junior Championships | 2020-11-28 to 2020-11-29 | confidence 0.378,5: row 26 | Feb 29-Mar 1 | Unisport Norges Cup | 2020-02-29 to 2020-03-01 | confidence 0.377
