event_id,event_name,event_year,start_date,end_date,discipline,category,level,result_count,decision,matched_calendar_row,action,notes
1686,Chinese Championships MT,2026,,,MAG and WAG,junior and senior,International Event,72,,,,
1687,Colombian Championships,2026,,,MAG and WAG,junior and senior,International Event,559,,,,
1629,NCAA Week 11 (Meet 2),2026,,,MAG,senior,International Event,49,,,,
1708,Romanian Euros Trials,2026,,,WAG,senior,International Event,45,,,,
