event_id,event_name,event_year,start_date,end_date,discipline,category,level,result_count,decision,matched_calendar_row,action,notes
739,1st Bundlesiga League 2,2022,,,MAG,junior and senior,International Event,396,,,,
788,2nd Bundlesiga League 2,2022,,,MAG,junior and senior,International Event,347,,,,
852,EYOF Mixed Pairs,2022,,,MAG and WAG,junior,International Event,78,,,,
835,Mogilev Friendly,2022,,,MAG,junior and senior,International Event,233,,,,
848,Swiss Euros Trials,2022,,,MAG,senior,International Event,73,,,,
864,U.S. Pan Ams Selection Camp,2022,,,MAG,senior,International Event,53,,,,
